,arabizi,arabic,from_source
7636,ma7douda,محدودة,0
7637,sotr,ستر,0
7638,3ichitna,عيشتنا,0
7639,elmadia,المادية,0
7640,nethadda,نتحدى,0
7641,eta7kim,التحكيم,0
7642,w7ala,وحالة,0
7643,nikou,نيكو,0
7644,kim,كيم,0
7645,tar,طر,0
7646,wweld,وولد,0
7647,manasebhom,مناصبهم,0
7648,essa7er,الساحر,0
7649,etanazol,التنازل,0
7650,jma3a,جماعه,0
7651,somm,سم,0
7652,yochtabah,يشتبه,0
7653,yodrek,يدرك,0
7654,el2asma2,الاسماء,0
7655,y9awi,يقوي,0
7656,w9a3din,وقاعدين,0
7657,yelbess,يلبس,0
7658,nhayethom,نهايتهم,0
7659,tkounou,تكونوا,0
7660,t7ottou,تحطو,0
7661,ynasiwkom,ينسيو,0
7662,yelzemkom,يلزمكم,0
7663,ywarih,يوريه,0
7664,wferhan,وفرحان,0
7665,bri2assa,برئاسة,0
7666,7alla,حالّة,0
7667,bchwaya,بشوية,0
7668,bsa7tek,بصحتك,0
7669,etafa2ol,التفاؤل,0
7670,akhoukom,اخوكم,0
7671,oumourkom,اموركم,0
7672,edharba,الضربة,0
7673,3ati,عاطي,0
7674,zrareg,زرارق,0
7675,tama3,طامع,0
7676,e9ader,القادر,0
7677,elmchouma,المشومة,0
7678,elghalba,الغلبة,0
7679,7sibou,حسيبو,0
7680,essaban,السبان,0
7681,mkacha5,مكشخ,0
7682,erkoub,الركوب,0
7683,echte5barat,الاستخبارات,0
7684,yefhmou,يفهمو,0
7685,elwaba2i,الوبائي,0
7686,2arwa7,أرواح,0
7687,elvana,الفانه,0
7688,elkhiri,الخيري,0
7689,elbadri,البدري,0
7690,asrou,اسرو,0
7691,fatkom,فاتكم,0
7692,ema8zawi,المغزاوي,0
7693,mou5arbin,مخربين,0
7694,yebda,يبدأ,0
7695,dawed,داود,0
7696,makhchouf,مكشوفة,0
7697,yakol,يأكل,0
7698,echeda,الشدة,0
7699,7atta,حتی,0
7700,y9olkom,يقلكم,0
7701,monthabet,منضبط,0
7702,dayrin,دايرين,0
7703,farkh,فرخ,0
7704,majnoun,مجنون,0
7705,rkeb,ركب,0
7706,anwa3,أنواع,0
7707,latraba7,لاتربح,0
7708,barda,باردة,0
7709,matrix,متريكس,0
7710,mwafa9,موافق,0
7711,yjed,يجد,0
7712,yochkor,يشكر,0
7713,t5alet,تخلط,0
7714,7yetah,حياته,0
7715,9amou,قاموا,0
7716,7alifa,حليفة,0
7717,nhabtou,نهبطو,0
7718,ch2oun,شؤون,0
7719,namem,نمم,0
7720,tmathlou,تمثلو,0
7721,7iit,حيت,0
7722,momanhaja,ممنهجة,0
7723,9admou,قدموا,0
7724,jor3a,جرعة,0
7725,tjih,تجيه,0
7726,intikhabet,انتخبو,0
7727,rani,رني,0
7728,l7arb,لحرب,0
7729,lthnin,لثنين,0
7730,raki,راكي,0
7731,kalmh,كلمه,0
7732,lak,لاك,0
7733,yhoud,يهود,0
7734,nwarik,نوريك,0
7735,9alilan,قليلا,0
7736,akhless,اخلص,0
7737,mot3ml,متعمل,0
7738,khrajna,خرجنا,0
7739,njibou,نجيبو,0
7740,el9awada,القوادة,0
7741,etlbou,اطلبو,0
7742,3chah,عشاه,0
7743,kaadtou,قعدتوا,0
7744,korhkom,كرهكم,0
7745,tfarej,تفرجو,0
7746,elbahri,البحري,0
7747,hachad,حشاد,0
7748,b9iyedet,بقيادة,0
7749,3afwan,عفوا,0
7750,nami,نمي,0
7751,houmti,حومتي,0
7752,jma3tek,جماعتك,0
7753,wnouwab,ونواب,0
7754,lo9ma,لقمة,0
7755,wajb,وجب,0
7756,rad3,ردع,0
7757,elfraj,الفرج,0
7758,bawader,بوادر,0
7759,tebia,طبية,0
7760,3ilajha,علاجها,0
7761,fomi,فمي,0
7762,lila3wen,للاعوان,0
7763,sarkouha,سرقوها,0
7764,takrhek,تكرهك,0
7765,wmajless,ومجلس,0
7766,baldek,بلدك,0
7767,esara7a,الصراحة,0
7768,khdit,خذيت,0
7769,najamt,نجمت,0
7770,hbal,هبال,0
7771,afkar,افكار,0
7772,erafi9a,الرفيقة,0
7773,ithhabou,اذهبوا,0
7774,fahal,فهل,0
7775,ghirou,غيروا,0
7776,endhaf,النظاف,0
7777,ma3andkom,ماعندكم,0
7778,etanmia,التنمية,0
7779,ywaf9ou,يوفقو,0
7780,netfaker,نتفكر,0
7781,tsawer,تصاور,0
7782,lobnan,لبنان,0
7783,bidah,بيديه,0
7784,hasilou,حاصيلو,0
7785,elkarib,القريب,0
7786,tetsawer,تتصور,0
7787,wlazem,ولازم,0
7788,khwatna,خواتنا,0
7789,yet3aredh,يتعرض,0
7790,khamja,خامجة,0
7791,ghaybouba,غيبوبة,0
7792,in7a2,انحاء,0
7793,hayel,هايل,0
7794,lnafs,لنفس,0
7795,nkoulek,نقولك,0
7796,wayl,ويل,0
7797,lkmar,القمر,0
7798,el3omal,لعمال,0
7799,isidi,اسيدي,0
7800,blasetha,بلاصتها,0
7801,3ocha9,عشاق,0
7802,2ara,ارى,0
7803,9erwan,قيروان,0
7804,9adach,قدش,0
7805,mellah,مله,0
7806,ach5ass,الاشخاص,0
7807,nay,ناي,0
7808,belhkeya,بالحكاية,0
7809,7achethom,حاشتهم,0
7810,eta5ali,التخلي,0
7811,7ram,حرم,0
7812,ta9ra,تقرأ,0
7813,tobbal,طبال,0
7814,ebarek,البارك,0
7815,wrakom,وراءكم,0
7816,fsadan,فسادا,0
7817,ahdefek,اهدافك,0
7818,wyothbet,ويثبت,0
7819,5iir,خيير,0
7820,ekhatar,الخطر,0
7821,lra2iss,لرءيس,0
7822,ra2shom,رأسهم,0
7823,2ostorhom,استرنا,0
7824,nafsia,نفسية,0
7825,jaykom,جايكم,0
7826,halwouzara2a,هالوزراء,0
7827,7al,حلّ,0
7828,tlawjou,تلوجوا,0
7829,zelzel,زلزال,0
7830,ma3zoul,معزول,0
7831,amerikia,أمريكية,0
7832,yoksem,يقسم,0
7833,wfased,وفاسد,0
7834,yaboubaker,يابوبكر,0
7835,wyehlek,ويهلك,0
7836,itla9,إطلاق,0
7837,a9reb,أقرب,0
7838,yekdmou,يقدموا,0
7839,ysbeb,يسبب,0
7840,yrodou,يردوا,0
7841,masjoun,مسجون,0
7842,wezaghrat,والزغراطة,0
7843,chbabna,شبابنا,0
7844,frip,فريب,0
7845,welfawdha,والفوضى,0
7846,3ou9ala2,عقلاء,0
7847,lmousanda,لمساندة,0
7848,5onar,خنار,0
7849,wja3l,وجعل,0
7850,taf3lah,تفعله,0
7851,ycha2,يشاء,0
7852,metmaskin,متمسكين,0
7853,khlaf,خلاف,0
7854,5abitha,خبيثة,0
7855,3jebkom,عجبكم,0
7856,meskin,مسيكن,0
7857,radda,ردة,0
7858,y3yen,يعاين,0
7859,a5th,اخذ,0
7860,ala3dem,الأعدام,0
7861,tasjil,تسجيل,0
7862,welbahth,والبحث,0
7863,elmouwaten,الموطن,0
7864,tetmata3,تتمتع,0
7865,nestana,نستنا,0
7866,wy3alik,ويعليك,0
7867,mafama,مافما,0
7868,aacha3b,ااشعب,0
7869,wel7arass,والحرس,0
7870,la7awl,لاحولة,0
7871,se7r,سحر,0
7872,yo2men,يؤمن,0
7873,7noucha,حنوشة,0
7874,chalaktouha,شلكتوها,0
7875,wrakom,وراكم,0
7876,ezbel,الزبل,0
7877,damhom,دمهم,0
7878,5dhech,خذاش,0
7879,elhommal,الهمال,0
7880,wa5iran,واخيرا,0
7881,elherfa,الحرفة,0
7882,le7did,الحديد,0
7883,b7ata,بحتى,0
7884,awka,اوكا,0
7885,khiar,خيار,0
7886,wm7asba,ومحاسبة,0
7887,essiyeda,السيادة,0
7888,tsali,تصلي,0
7889,7ajmou,حجمو,0
7890,tachwih,تشويه,0
7891,malla7,ملاح,0
7892,hadika,حديقة,0
7893,maf9ouda,مفقودة,0
7894,ma2jourin,مأجورين,0
7895,7san,حصان,0
7896,ta3bi,تعبي,0
7897,5demtha,خدمتها,0
7898,echa3lali,الشعلالي,0
7899,ls3ayed,لسعيد,0
7900,7keytou,حكايتو,0
7901,alas3ari,الاسعار,0
7902,wta3rfou,وتعرفو,0
7903,bac,باك,0
7904,ad3ou,ادعو,0
7905,bravoooooo,برافووووووو,0
7906,chbabha,شبابها,0
7907,el3aziza,العزيزة,0
7908,lrwah,لرواح,0
7909,7assou,حسو,0
7910,lemsayeb,المصايب,0
7911,si3r,سعر,0
7912,omour,امور,0
7913,jiina,جينا,0
7914,sba7t,صبحت,0
7915,chouhada2na,شهدائنا,0
7916,wkalou,وقالو,0
7917,adher,اظهر,0
7918,welwouzara2,والوزراء,0
7919,mwafkin,موافقين,0
7920,fatta7,فتاح,0
7921,3aylathom,عايلتهم,0
7922,etourou9at,الطرقات,0
7923,lnafsek,لنفسك,0
7924,wbass,وبس,0
7925,ra2yeh,رأيه,0
7926,anfoshom,أنفسهم,0
7927,3amlouha,عملوها,0
7928,yethasbou,يتحاسبو,0
7929,9mar,قمار,0
7930,chda5lek,شدخلك,0
7931,3echt,عشت,0
7932,wawlhom,واولهم,0
7933,orbot,اربط,0
7934,ra9i,راقي,0
7935,a7ye2,الاحياء,0
7936,makki,مكي,0
7937,jayek,جايك,0
7938,tajmil,تجميل,0
7939,bkathra,بكثرة,0
7940,thamma,ثمه,0
7941,eta3widhat,التعويضات,0
7942,el3adi,العادي,0
7943,mazidan,مزيدا,0
7944,testablhou,تستبلهوا,0
7945,nestannou,نستنو,0
7946,elmahzoum,المهزوم,0
7947,ijbari,اجباري,0
7948,eth3if,الضعيف,0
7949,elmchoum,المشوم,0
7950,matkhafech,ماتخافش,0
7951,el7essa,الحصة,0
7952,ysadakom,يصدقكم,0
7953,3ajebhom,عاجبهم,0
7954,el7ar,الحار,0
7955,najma3,نجمع,0
7956,mablagh,مبلغ,0
7957,ilidaria,الاداريه,0
7958,dhnoubi,ذنوبي,0
7959,itlhaw,اتلهاو,0
7960,khafi,خفي,0
7961,hawka,هاوكا,0
7962,el3adwa,العدوى,0
7963,throuf,ظروف,0
7964,iliha,اليها,0
7965,ightiyalat,الاغتيالات,0
7966,sawtek,صوتك,0
7967,koliya,كلية,0
7968,bil3arbi,بالعربي,0
7969,wwwww,ووووو,0
7970,w3alayha,وعليها,0
7971,djaja,دجاجة,0
7972,lo8m,لغم,0
7973,barkou,بركو,0
7974,halbléd,هلبلاد,0
7975,mlayka,ملايكة,0
7976,laya5lou,لايخلو,0
7977,wka3ba,وكعبة,0
7978,f9edt,فقدت,0
7979,wsaybou,وسيبوا,0
7980,essa7afiya,الصحفية,0
7981,twa,طوا,0
7982,enna9abet,النقبات,0
7983,chadin,شدين,0
7984,wsa7a,وصحة,0
7985,i5tiyari,اختياري,0
7986,bayden,بايدن,0
7987,thaleth,ثالث,0
7988,mouharbin,المهربين,0
7989,ysaybouh,يسيبوه,0
7990,a3tina,اعطينا,0
7991,lmaf3oul,المفعول,0
7992,elra2ed,الرائد,0
7993,akther,اكتر,0
7994,awamer,اوامر,0
7995,malak,ملاك,0
7996,lfa2edet,لفائدة,0
7997,lma9leb,المقلب,0
7998,bdina,بدينا,0
7999,ritech,ريتش,0
8000,lmoncef,المنصف,0
8001,yab9a,يبقا,0
8002,dhakarni,ذكرني,0
8003,khalit,خليت,0
8004,ma3adech,معدش,0
8005,yajaban,ياجبان,0
8006,wel9atel,والقتل,0
8007,hacha,حاشة,0
8008,tar7amhom,ترحمهم,0
8009,m7ather,محضر,0
8010,echacha,الشاشة,0
8011,mass,مس,0
8012,mrabi,مربي,0
8013,bokom,بوكم,0
8014,lo3ba,لعبه,0
8015,arb3a,اربعه,0
8016,sodfa,صدفة,0
8017,d5altou,دخلتو,0
8018,w3isabtou,وعصابته,0
8019,mordha,مرضة,0
8020,wta7ki,وتحكي,0
8021,choumi,شومي,0
8022,nestana,نستنى,0
8023,bachariya,بشرية,0
8024,lwabch,الوبش,0
8025,radhya,راضية,0
8026,niheytek,نهايتك,0
8027,9alah,قاله,0
8028,fatek,فاتك,0
8029,l9arwi,القروى,0
8030,wabn,وابن,0
8031,belbalaman,بالبرلمان,0
8032,ithr,إثر,0
8033,chhed,شهد,0
8034,ilimam,الإمام,0
8035,az8er,اصغر,0
8036,bougalb,بوقلب,0
8037,amte3hom,امتاعهم,0
8038,eterba7hom,اتربحهم,0
8039,bla2,بلاء,0
8040,echeb,الشب,0
8041,bass,بص,0
8042,bennoss,بالنص,0
8043,el2aswem,الاسوام,0
8044,3liha,علها,0
8045,yesm3ek,يسمعك,0
8046,tazr3ou,تزرعو,0
8047,el3osr,العسر,0
8048,mostha9in,مستحقين,0
8049,yhemekch,يهمكش,0
8050,mbarek,مبارك,0
8051,awladou,ولادو,0
8052,y3ala9,يعلق,0
8053,wedenya,والدنيا,0
8054,sahbek,صاحبك,0
8055,7assa,حاسة,0
8056,7obek,حبك,0
8057,dfa3,دفع,0
8058,masal7ou,مصالحو,0
8059,ya3jez,يعجز,0
8060,wouuh,ووووه,0
8061,hadhaa,هذاا,0
8062,eradhila,الرذيلة,0
8063,sayda,سيدة,0
8064,mata3rafch,ماتعرفش,0
8065,ya9atel,ياقتال,0
8066,btohma,بتهمة,0
8067,nassi,ناسي,0
8068,marfou3,مرفوع,0
8069,conan,كونان,0
8070,welgharib,والغريب,0
8071,elahalof,التحالف,0
8072,mouzawrin,مزروبين,0
8073,ma3ni,معني,0
8074,9iyess,قياس,0
8075,elkanoun,القنون,0
8076,elayla,الليلة,0
8077,hidad,حداد,0
8078,ya3rifoun,يعرفون,0
8079,mon9edh,منقذ,0
8080,5ali9a,خليقة,0
8081,wta7ya,وتحيا,0
8082,wissam,وسام,0
8083,lah,لاه,0
8084,lkam7,القمح,0
8085,badnek,بدنك,0
8086,rabi,ريي,0
8087,manhoub,المنهوبة,0
8088,hafedh,حافظ,0
8089,9aherhom,قاهرهم,0
8090,5enzir,خنزير,0
8091,bkalima,بكلمة,0
8092,hakeka,هكاك,0
8093,men7a,منحة,0
8094,elmiyeh,المياه,0
8095,m3a9din,معقدين,0
8096,bidimo9ratiya,بالديمقراطية,0
8097,yaf3aloun,يفعلون,0
8098,arwa7,اروح,0
8099,yesghalou,يستغلو,0
8100,elghoul,الغول,0
8101,domia,دمية,0
8102,elamalika,العمالة,0
8103,andhal,الانذال,0
8104,alik,علیک,0
8105,amonitr,الأمونيتر,0
8106,elkarakouz,الكاراكوز,0
8107,bsal,بصل,0
8108,bashir,بشير,0
8109,sgharhom,صغارهم,0
8110,errad,الرد,0
8111,mhajm,مهاجم,0
8112,elestethmar,الاستثمار,0
8113,almania,ألمانيا,0
8114,tay,تاي,0
8115,dgage,دقاج,0
8116,macha2allah,ماشاءالله,0
8117,wincha2allah,وانشاءالله,0
8118,atfal,الاطفال,0
8119,elmadina,المدينة,0
8120,khaliya,خالية,0
8121,esaboun,الصابون,0
8122,elfalla7,الفلاح,0
8123,ykawrou,يكورو,0
8124,w9ta3,وقطع,0
8125,w7ayet,وحياة,0
8126,hazinha,هازينها,0
8127,laday,لدي,0
8128,essom,السم,0
8129,elmousalslet,المسلسلات,0
8130,a7dhan,احضان,0
8131,ethaman,الثمن,0
8132,liyakon,ليكن,0
8133,weste3rathiya,وإستعراضية...الدولة,0
8134,wbisouwarin,وبصور,0
8135,lil2afrad,للأفراد,0
8136,weste7mar,وإستحمار,0
8137,dho3fet,ضعفت,0
8138,w7ajetha,وحاجتها,0
8139,b9ella,وبقلّة,0
8140,intitharek,انتظارك,0
8141,esakhif,السخيف,0
8142,wete3rad,والاستعراض,0
8143,elfaj,الفج,0
8144,kasir,قصير,0
8145,bel7kouma,بالحكومة,0
8146,watanhom,وطنهم,0
8147,elkhayal,الخيال,0
8148,torkod,ترقد,0
8149,hachak,حاشاك,0
8150,waj3al,واجعل,0
8151,kablou,قبلو,0
8152,echnia,اشنية,0
8153,wartha,ورثة,0
8154,ajma3in,اجمعين,0
8155,elmajalat,المجالات,0
8156,ye7med,يحمد,0
8157,forstou,فرصتو,0
8158,na3mloulek,نعملولك,0
8159,nabel,نابل,0
8160,3ala9al,عالأقل,0
8161,yoskon,يسكن,0
8162,a79arhom,احقرهم,0
8163,jihan,جهان,0
8164,latrab7ek,لاتربحك,0
8165,mofsed,مفسد,0
8166,whaw,وهاو,0
8167,tiraz,طراز,0
8168,lmasale7,لمصالح,0
8169,miskinah,مسكينه,0
8170,machbouha,مشبوهة,0
8171,ksira,قصيرة,0
8172,tetghachech,تتغشش,0
8173,ommi,أمي,0
8174,ittassil,اتصل,0
8175,so9out,سقوط,0
8176,masale7ha,مصالحها,0
8177,wanna9abet,والنقابات,0
8178,elghayth,الغيث,0
8179,motna,مطنا,0
8180,jama3iya,جماعية,0
8181,yjou,يجو,0
8182,mraba3,مربع,0
8183,siliana,سليانة,0
8184,ykhamomou,يخممو,0
8185,ettibi,الطبي,0
8186,khibra,خبرة,0
8187,yathi9,يثق,0
8188,al2awan,الاوان,0
8189,5soumah,خصومه,0
8190,yajma3a,ياجماعة,0
8191,esson3a,الصنعة,0
8192,terma,ترمة,0
8193,sab3a,سبعة,0
8194,amoun,امون,0
8195,9asawat,قسوات,0
8196,lil2ifri9i,للإفريقي,0
8197,houdou2,هدوء,0
8198,ena9d,النقد,0
8199,nach2,نشأ,0
8200,la3ad,لاعاد,0
8201,paris,باريس,0
8202,birrou7,بالروح,0
8203,zar9a2,زرقاء,0
8204,ma3rka,معركة,0
8205,europe,أوروبا,0
8206,39oulhom,عقولهم,0
8207,mayhebech,مايحبش,0
8208,barcelona,برشلونة,0
8209,tatawer,تطور,0
8210,sattar,ستار,0
8211,mosalslat,مسلسلات,0
8212,niytou,نيتو,0
8213,tahwil,تحويل,0
8214,ykhaliw,يخليوا,0
8215,wyasmine,وياسمين,0
8216,moukawma,مقاومة,0
8217,bchi,بشي,0
8218,hadhik,هذيك,0
8219,tetwassel,تتواصل,0
8220,se7tou,صحتو,0
8221,n7awerhom,نحورهم,0
8222,khedmou,خدموا,0
8223,tla3,تلع,0
8224,kadourim,كادريم,0
8225,etta3asa,التعاسة,0
8226,welhokm,والحكم,0
8227,esseka,السكة,0
8228,hikr,حكر,0
8229,boulisiya,بوليسية,0
8230,el7asilou,الحصيلو,0
8231,wl9at,ولقات,0
8232,ywali,يولى,0
8233,sabbou,سبو,0
8234,jma3tou,جماعتو,0
8235,ilah,إله,0
8236,lil3alem,للعالم,0
8237,tahsin,تحسين,0
8238,welcorona,والكورونا,0
8239,arj3ou,ارجعو,0
8240,al2awliya2,الأولياء,0
8241,wjami3,وجميع,0
8242,ithher,اضهر,0
8243,2amen,آمن,0
8244,nansa7,ننصح,0
8245,ykounou,يكونو,0
8246,lsanek,لسانك,0
8247,te9beth,تقبض,0
8248,chb3a,شبعة,0
8249,khalouha,خلوها,0
8250,maykhafech,ميخافش,0
8251,moncha2at,المنشآت,0
8252,elkahraba2,الكهرباء,0
8253,elmethlia,المثلية,0
8254,ysamahkom,يسامحكم,0
8255,wtaghyiir,وتغيير,0
8256,dhak,ذاك,0
8257,3oss,عص,0
8258,el3aja2eb,العجائب,0
8259,esna,السنا,0
8260,3awnouni,عاونوني,0
8261,sgharkom,صغاركم,0
8262,ajrkom,اجركم,0
8263,9atala,قتلة,0
8264,ya3la,يعلى,0
8265,edalil,والدليل,0
8266,lildifa3,للدفاع,0
8267,dinkom,دينهم,0
8268,raje3,راجع,0
8269,i3tibar,اعتبار,0
8270,harimna,هرمنا,0
8271,wwa7id,وواحد,0
8272,ychedou,يشدوا,0
8273,welbhama,والبهامة,0
8274,tatlob,تطلب,0
8275,hahaha,هاهاها,0
8276,kontou,كنتو,0
8277,wkhouth,وخوذ,0
8278,swagman,سواقمان,0
8279,almania,المانيا,0
8280,y3adiw,يعديو,0
8281,wyjazik,ويجازيك,0
8282,wkhir,وخير,0
8283,belfass,بالفاس,0
8284,tetnaha,تتنحى,0
8285,ardogan,اردوغان,0
8286,yhezou,يهزو,0
8287,whét,وهات,0
8288,ab9ou,ابقوا,0
8289,mafi,مافي,0
8290,mart,مرت,0
8291,andhef,أنظف,0
8292,itla9,اطلاق,0
8293,etajamou3at,التجمعات,0
8294,elhamaj,الهمج,0
8295,toro9,طرق,0
8296,ahali,أهالي,0
8297,elmahdi,المهدي,0
8298,elma3niyiin,المعنيين,0
8299,beta9dim,بتقديم,0
8300,wkala,وكالة,0
8301,masra7iyat,مسرحيات,0
8302,ab3thou,ابعثو,0
8303,elkouhou,الكحول,0
8304,hasbi,حسبى,0
8305,7acha,حشى,0
8306,wya7ya,ويحيا,0
8307,elmo9tara7,المقترح,0
8308,ritha,ريتها,0
8309,echouyou3i,الشيوعي,0
8310,bmithl,بمثل,0
8311,way,واي,0
8312,wkima,وكيما,0
8313,elmehna,المهنة,0
8314,echar3i,الشرعي,0
8315,chtarha,شطرها,0
8316,bra7met,برحمت,0
8317,esel3a,السلعة,0
8318,li,لى,0
8319,ta7kili,تحكيلي,0
8320,etafha,التافهة,0
8321,7ass,حاس,0
8322,tardha,ترضى,0
8323,ytoub,يتوب,0
8324,aradhi,الأراضي,0
8325,ne9ma,نقمة,0
8326,lghirou,لغيرو,0
8327,sal7et,صلحت,0
8328,erhabiya,الإرهابية,0
8329,hiya,هية,0
8330,7assana,حصانة,0
8331,nifeyet,نفايات,0
8332,ennader,النادر,0
8333,yelta7e9,يلتحق,0
8334,af3al,افعال,0
8335,ta5ra,تخرى,0
8336,w9adech,وقداش,0
8337,i3lami,إعلامي,0
8338,alahl,الأهل,0
8339,la9in,لاقين,0
8340,ezar9ouni,الزرقوني,0
8341,mosaique,موزيك,0
8342,nbachbech,نبشبش,0
8343,amaken,أماكن,0
8344,fi,ﻓﻲ,0
8345,7athom,حطهم,0
8346,a3mlou,أعملو,0
8347,raf3et,رفعت,0
8348,belkamel,بالكامل,0
8349,yanhi,ينهي,0
8350,9ach,قش,0
8351,wa3dek,وعدك,0
8352,el9awamiss,القواميس,0
8353,welma3ajem,والمعاجم,0
8354,wbkol,وبكل,0
8355,elou8at,اللغات,0
8356,welahjet,واللهجات,0
8357,essafi,الصافي,0
8358,bkolna,بكلنا,0
8359,welli9ah,واللقاح,0
8360,chahritek,شهريتك,0
8361,ennokhba,نخبة,0
8362,9oura,قرى,0
8363,etti7,الطيح,0
8364,yebrkou,يبركو,0
8365,ywafakom,يوفقكم,0
8366,ochrbou,اشربو,0
8367,essaf,الصف,0
8368,elmakina,المكينة,0
8369,dinek,دينك,0
8370,ardhel,ارذل,0
8371,wbou,وبو,0
8372,falkom,فالكم,0
8373,7echma,حشمة,0
8374,hal7kouma,هالحكومة,0
8375,rahou,راهوا,0
8376,ed9i9a,الدقيقة,0
8377,el7aweth,الحوادث,0
8378,essor3a,السرعة,0
8379,ma3andhomch,ماعندهاش,0
8380,t7assel,تحصل,0
8381,n3al,نعل,0
8382,jibou,جيبوا,0
8383,i3lam,أعلام,0
8384,w7ezb,وحزب,0
8385,jabkom,جابكم,0
8386,sata3oud,ستعود,0
8387,tarkiz,تركيز,0
8388,bsor3a,بسرعة,0
8389,saba9ouk,سبقوك,0
8390,5alitha,خليتها,0
8391,ennoufouth,النفوذ,0
8392,ba3ou,باعو,0
8393,layla,ليلي,0
8394,tad3mou,تدعمه,0
8395,btabi3ethom,بطبيعتهم,0
8396,elmojrimoun,المجرمون,0
8397,el9offa,القفة,0
8398,i9af,إيقاف,0
8399,ta5thou,تاخذوا,0
8400,kankom,كانكم,0
8401,absat,ابسط,0
8402,elprotocol,البروتوكول,0
8403,7abit,حبت,0
8404,tarta3,ترتع,0
8405,yabni,يبني,0
8406,fa3al,فعال,0
8407,yechtaghel,يشتغل,0
8408,saaaa7bi,ساااااحبي,0
8409,sa5if,سخيف,0
8410,ostatha,الاستاذة,0
8411,sila,صلة,0
8412,khafou,خافوا,0
8413,in7itat,انحطاط,0
8414,eta4i5iya,التاريخية,0
8415,t3almou,تعلموا,0
8416,wseltou,وصلوا,0
8417,chakli,شكلي,0
8418,dabouza,دبوزة,0
8419,la9a7,لقح,0
8420,bouha,بوها,0
8421,la3wen,لاعوان,0
8422,wel3oumla2,والعملاء,0
8423,lhbal,الهبال,0
8424,lmabla8,المبلغ,0
8425,lsi,لسي,0
8426,lmafar,مفر,0
8427,sakrou,سكروا,0
8428,7aramiha,حراميها,0
8429,eda3a2,الدعاء,0
8430,erri2assi,الرئاسي,0
8431,nsibek,نسيبك,0
8432,9alam,قلم,0
8433,b9anoun,بقانون,0
8434,ble7ya,بلحية,0
8435,tamarod,تمرد,0
8436,kalkileb,كالكلاب,0
8437,comentaire,كومنتار,0
8438,damat,دامت,0
8439,wel7assad,والحسد,0
8440,yahbtou,يهبطوا,0
8441,el7arra,الحرة,0
8442,tani,تاني,0
8443,9albiya,قلبية,0
8444,y3a9eb,يعاقب,0
8445,el3amel,العامل,0
8446,tafihom,طفيهم,0
8447,5lakom,خلاكم,0
8448,wyonsor,وينصر,0
8449,eljaban,الجبان,0
8450,biljanna,بالجنة,0
8451,na3n,نعن,0
8452,ektichaf,اكتشاف,0
8453,elma2jour,المأجور,0
8454,falaga,فلاڨة,0
8455,fa2r,فأر,0
8456,9awlkom,قولكم,0
8457,bdawrhom,بدوره,0
8458,wyab9a,ويبقى,0
8459,3afwi,عفوي,0
8460,d3a,دعا,0
8461,echahira,الشهيرة,0
8462,9assat,قصت,0
8463,billi,باللي,0
8464,9ltou,قلتوا,0
8465,y9el,يقل,0
8466,el2amal,الامل,0
8467,tetjawez,تتجاوز,0
8468,intej,انتاج,0
8469,2aslan,أصلا,0
8470,da3em,داعم,0
8471,enou5a3,النخاع,0
8472,yestahel,يستهل,0
8473,nemchiw,نمشيو,0
8474,hayhat,هيهات,0
8475,ylem,يلم,0
8476,rama,رمى,0
8477,edahcha,الدهشة,0
8478,libi,ليبي,0
8479,yo7yi,يحيى,0
8480,wmatet,وماتت,0
8481,masmoum,مسموم,0
8482,ightiyel,اغتياله,0
8483,lilyoum,لليوم,0
8484,matjibech,متجيبش,0
8485,lmasakh,لمسخ,0
8486,tetdakhel,تتدخل,0
8487,belcorona,بالكرونا,0
8488,lé,ﻻ,0
8489,ytalboun,يطالبون,0
8490,halket,هلكت,0
8491,m3abia,معبية,0
8492,el3arch,العرش,0
8493,tfalem,تفلم,0
8494,ikaf,ايقاف,0
8495,mjari,مجاري,0
8496,lebladna,لبلادنا,0
8497,3arfa,عارفة,0
8498,elbouka2,البكاء,0
8499,oghfor,اغفر,0
8500,ennahdhawi,النهضاوي,0
8501,ta3malhom,تعملهم,0
8502,wyehdi,ويهدي,0
8503,arwahkom,أرواحكم,0
8504,omourkom,امورك,0
8505,elmsakni,المساكني,0
8506,wyna3mou,وينعموا,0
8507,wlbass,ولباس,0
8508,ijibou,اجيبو,0
8509,tjari,تجاري,0
8510,nakra,نكرة,0
8511,tafkir,تفقير,0
8512,zah,زح,0
8513,tel9a,تلقا,0
8514,wedhnou,وذنو,0
8515,plato,بلاتو,0
8516,bahloul,بهلول,0
8517,biba3dh,ببعض,0
8518,yna3amha,ينعمها,0
8519,yarj3ouh,يرجعوه,0
8520,sa9tet,سقطت,0
8521,wel3adala,والعدالة,0
8522,khrawat,خروات,0
8523,3oumoumia,عمومية,0
8524,zakmi,زكمي,0
8525,khsara,خساره,0
8526,cha3ban,شبعان,0
8527,sala7iyatoh,صلاحياته,0
8528,3attal,عطل,0
8529,achkalha,اشكالها,0
8530,iltaka,التقى,0
8531,hamdella,حمدلله,0
8532,liltadmir,لتدمير,0
8533,yansa,ينسى,0
8534,tanfeth,تنفذ,0
8535,thi9a,ضيقة,0
8536,akl,ااكل,0
8537,ba3d,باعد,0
8538,7melt,حملت,0
8539,bel7jar,بالحجر,0
8540,lil7iwar,للحوار,0
8541,khsartek,خسارتك,0
